"Номер операции","Дата","Код магазина","Код товара","Количество упаковок, шт.","Тип операции","Цена руб./шт."
"1646","10/7/2021","M15","61","27","Продажа","220"
"1647","10/7/2021","M15","62","180","Поступление","170"
"1648","10/7/2021","M15","62","19","Продажа","170"
"1649","10/7/2021","M15","63","170","Поступление","150"
"1650","10/7/2021","M15","63","26","Продажа","150"
"1651","10/7/2021","M15","64","180","Поступление","350"
"1652","10/7/2021","M15","64","18","Продажа","350"
"1653","10/7/2021","M16","2","180","Поступление","75"
"1654","10/7/2021","M16","2","60","Продажа","75"
"1655","10/7/2021","M16","11","180","Поступление","190"
"1656","10/7/2021","M16","11","65","Продажа","190"
"1657","10/7/2021","M16","12","180","Поступление","85"
"1658","10/7/2021","M16","12","57","Продажа","85"
"1659","10/7/2021","M16","31","170","Поступление","240"
"1660","10/7/2021","M16","31","8","Продажа","240"
"1661","10/7/2021","M16","32","180","Поступление","350"
"1662","10/7/2021","M16","32","7","Продажа","350"
"1663","10/7/2021","M16","36","180","Поступление","120"
"1664","10/7/2021","M16","36","18","Продажа","120"
"1665","10/7/2021","M16","49","170","Поступление","200"
"1666","10/7/2021","M16","49","50","Продажа","200"
"1667","10/7/2021","M16","50","180","Поступление","195"
"1668","10/7/2021","M16","50","50","Продажа","195"
"1669","10/7/2021","M16","51","180","Поступление","350"
"1670","10/7/2021","M16","51","40","Продажа","350"
"1671","10/7/2021","M16","52","180","Поступление","180"
"1672","10/7/2021","M16","52","60","Продажа","180"
"1673","10/7/2021","M16","53","180","Поступление","190"
"1674","10/7/2021","M16","53","60","Продажа","190"
"1675","10/7/2021","M16","54","170","Поступление","230"
"1676","10/7/2021","M16","54","30","Продажа","230"
"1677","10/7/2021","M16","55","180","Поступление","160"
"1678","10/7/2021","M16","55","70","Продажа","160"
"1679","10/7/2021","M16","56","180","Поступление","180"
"1680","10/7/2021","M16","56","40","Продажа","180"
"1681","10/7/2021","M16","57","170","Поступление","400"
"1682","10/7/2021","M16","57","20","Продажа","400"
"1683","10/7/2021","M16","58","180","Поступление","470"
"1684","10/7/2021","M16","58","30","Продажа","470"
"1685","10/7/2021","M16","59","180","Поступление","500"
"1686","10/7/2021","M16","59","30","Продажа","500"
"1687","10/7/2021","M16","60","180","Поступление","400"
"1688","10/7/2021","M16","60","40","Продажа","400"
"1689","10/7/2021","M16","61","180","Поступление","220"
"1690","10/7/2021","M16","61","30","Продажа","220"
"1691","10/7/2021","M16","62","170","Поступление","170"
"1692","10/7/2021","M16","62","20","Продажа","170"
"1693","10/7/2021","M16","63","180","Поступление","150"
"1694","10/7/2021","M16","63","30","Продажа","150"
"1695","10/7/2021","M16","64","180","Поступление","350"
"1696","10/7/2021","M16","64","20","Продажа","350"
"1697","10/7/2021","M2","2","170","Поступление","75"
"1698","10/7/2021","M2","2","54","Продажа","75"
"1699","10/7/2021","M2","11","180","Поступление","190"
"1700","10/7/2021","M2","11","63","Продажа","190"
"1701","10/7/2021","M2","12","180","Поступление","85"
"1702","10/7/2021","M2","12","71","Продажа","85"
"1703","10/7/2021","M2","31","180","Поступление","240"
"1704","10/7/2021","M2","31","11","Продажа","240"
"1705","10/7/2021","M2","32","180","Поступление","350"
"1706","10/7/2021","M2","32","9","Продажа","350"
"1707","10/7/2021","M2","36","170","Поступление","120"
"1708","10/7/2021","M2","36","16","Продажа","120"
"1709","10/7/2021","M2","49","180","Поступление","200"
"1710","10/7/2021","M2","49","48","Продажа","200"
"1711","10/7/2021","M2","50","180","Поступление","195"
"1712","10/7/2021","M2","50","47","Продажа","195"
"1713","10/7/2021","M2","51","170","Поступление","350"
"1714","10/7/2021","M2","51","39","Продажа","350"
"1715","10/7/2021","M2","52","180","Поступление","180"
"1716","10/7/2021","M2","52","57","Продажа","180"
"1717","10/7/2021","M2","53","180","Поступление","190"
"1718","10/7/2021","M2","53","55","Продажа","190"
"1719","10/7/2021","M2","54","180","Поступление","230"
"1720","10/7/2021","M2","54","28","Продажа","230"
"1721","10/7/2021","M2","55","180","Поступление","160"
"1722","10/7/2021","M2","55","64","Продажа","160"
"1723","10/7/2021","M2","56","170","Поступление","180"
"1724","10/7/2021","M2","56","37","Продажа","180"
"1725","10/7/2021","M2","57","180","Поступление","400"
"1726","10/7/2021","M2","57","18","Продажа","400"
"1727","10/7/2021","M2","58","180","Поступление","470"
"1728","10/7/2021","M2","58","29","Продажа","470"
"1729","10/7/2021","M2","59","170","Поступление","500"
"1730","10/7/2021","M2","59","27","Продажа","500"
"1731","10/7/2021","M2","60","180","Поступление","400"
"1732","10/7/2021","M2","60","35","Продажа","400"
"1733","10/7/2021","M2","61","180","Поступление","220"
"1734","10/7/2021","M2","61","29","Продажа","220"
"1735","10/7/2021","M2","62","180","Поступление","170"
"1736","10/7/2021","M2","62","18","Продажа","170"
"1737","10/7/2021","M2","63","180","Поступление","150"
"1738","10/7/2021","M2","63","23","Продажа","150"
"1739","10/7/2021","M2","64","170","Поступление","350"
"1740","10/7/2021","M2","64","25","Продажа","350"
"1741","10/7/2021","M3","2","180","Поступление","75"
"1742","10/7/2021","M3","2","27","Продажа","75"
"1743","10/7/2021","M3","11","180","Поступление","190"
"1744","10/7/2021","M3","11","10","Продажа","190"
"1745","10/7/2021","M3","12","170","Поступление","85"
"1746","10/7/2021","M3","12","25","Продажа","85"
"1747","10/7/2021","M3","31","180","Поступление","240"
"1748","10/7/2021","M3","31","5","Продажа","240"
"1749","10/7/2021","M3","32","180","Поступление","350"
"1750","10/7/2021","M3","32","4","Продажа","350"
"1751","10/7/2021","M3","36","180","Поступление","120"
"1752","10/7/2021","M3","36","12","Продажа","120"
"1753","10/7/2021","M3","49","180","Поступление","200"
"1754","10/7/2021","M3","49","42","Продажа","200"
"1755","10/7/2021","M3","50","170","Поступление","195"
"1756","10/7/2021","M3","50","41","Продажа","195"
"1757","10/7/2021","M3","51","180","Поступление","350"
"1758","10/7/2021","M3","51","34","Продажа","350"
"1759","10/7/2021","M3","52","180","Поступление","180"
"1760","10/7/2021","M3","52","63","Продажа","180"
"1761","10/7/2021","M3","53","170","Поступление","190"
"1762","10/7/2021","M3","53","62","Продажа","190"
"1763","10/7/2021","M3","54","180","Поступление","230"
"1764","10/7/2021","M3","54","31","Продажа","230"
"1765","10/7/2021","M3","55","180","Поступление","160"
"1766","10/7/2021","M3","55","74","Продажа","160"
"1767","10/7/2021","M3","56","180","Поступление","180"
"1768","10/7/2021","M3","56","45","Продажа","180"
"1769","10/7/2021","M3","57","180","Поступление","400"
"1770","10/7/2021","M3","57","35","Продажа","400"
"1771","10/7/2021","M3","58","170","Поступление","470"
"1772","10/7/2021","M3","58","26","Продажа","470"
"1773","10/7/2021","M3","59","180","Поступление","500"
"1774","10/7/2021","M3","59","21","Продажа","500"
"1775","10/7/2021","M3","60","180","Поступление","400"
"1776","10/7/2021","M3","60","25","Продажа","400"
"1777","10/7/2021","M3","61","170","Поступление","220"
"1778","10/7/2021","M3","61","33","Продажа","220"
"1779","10/7/2021","M3","62","180","Поступление","170"
"1780","10/7/2021","M3","62","25","Продажа","170"
"1781","10/7/2021","M3","63","180","Поступление","150"
"1782","10/7/2021","M3","63","33","Продажа","150"
"1783","10/7/2021","M3","64","180","Поступление","350"
"1784","10/7/2021","M3","64","16","Продажа","350"
"1785","10/7/2021","M4","2","180","Поступление","75"
"1786","10/7/2021","M4","2","56","Продажа","75"
"1787","10/7/2021","M4","11","170","Поступление","190"
"1788","10/7/2021","M4","11","65","Продажа","190"
"1789","10/7/2021","M4","12","180","Поступление","85"
"1790","10/7/2021","M4","12","75","Продажа","85"
"1791","10/7/2021","M4","31","180","Поступление","240"
"1792","10/7/2021","M4","31","12","Продажа","240"
"1793","10/7/2021","M4","32","170","Поступление","350"
"1794","10/7/2021","M4","32","11","Продажа","350"
"1795","10/7/2021","M4","36","180","Поступление","120"
"1796","10/7/2021","M4","36","18","Продажа","120"
"1797","10/7/2021","M4","49","180","Поступление","200"
"1798","10/7/2021","M4","49","55","Продажа","200"
"1799","10/7/2021","M4","50","180","Поступление","195"
"1800","10/7/2021","M4","50","52","Продажа","195"
"1801","10/7/2021","M4","51","180","Поступление","350"
"1802","10/7/2021","M4","51","43","Продажа","350"
"1803","10/7/2021","M4","52","170","Поступление","180"
"1804","10/7/2021","M4","52","61","Продажа","180"
"1805","10/7/2021","M4","53","180","Поступление","190"
"1806","10/7/2021","M4","53","67","Продажа","190"
"1807","10/7/2021","M4","54","180","Поступление","230"
"1808","10/7/2021","M4","54","34","Продажа","230"
"1809","10/7/2021","M4","55","170","Поступление","160"
"1810","10/7/2021","M4","55","72","Продажа","160"
"1811","10/7/2021","M4","56","180","Поступление","180"
"1812","10/7/2021","M4","56","48","Продажа","180"
"1813","10/7/2021","M4","57","180","Поступление","400"
"1814","10/7/2021","M4","57","24","Продажа","400"
"1815","10/7/2021","M4","58","180","Поступление","470"
"1816","10/7/2021","M4","58","31","Продажа","470"
"1817","10/7/2021","M4","59","180","Поступление","500"
"1818","10/7/2021","M4","59","32","Продажа","500"
"1819","10/7/2021","M4","60","170","Поступление","400"
"1820","10/7/2021","M4","60","43","Продажа","400"
"1821","10/7/2021","M4","61","180","Поступление","220"
"1822","10/7/2021","M4","61","31","Продажа","220"
"1823","10/7/2021","M4","62","180","Поступление","170"
"1824","10/7/2021","M4","62","22","Продажа","170"
"1825","10/7/2021","M4","63","170","Поступление","150"
"1826","10/7/2021","M4","63","37","Продажа","150"
"1827","10/7/2021","M4","64","180","Поступление","350"
"1828","10/7/2021","M4","64","26","Продажа","350"
"1829","10/7/2021","M5","2","180","Поступление","75"
"1830","10/7/2021","M5","2","97","Продажа","75"
"1831","10/7/2021","M5","11","180","Поступление","190"
"1832","10/7/2021","M5","11","104","Продажа","190"
"1833","10/7/2021","M5","12","180","Поступление","85"
"1834","10/7/2021","M5","12","121","Продажа","85"
"1835","10/7/2021","M5","31","170","Поступление","240"
"1836","10/7/2021","M5","31","19","Продажа","240"
"1837","10/7/2021","M5","32","180","Поступление","350"
"1838","10/7/2021","M5","32","21","Продажа","350"
"1839","10/7/2021","M5","36","180","Поступление","120"
"1840","10/7/2021","M5","36","28","Продажа","120"
"1841","10/7/2021","M5","49","170","Поступление","200"
"1842","10/7/2021","M5","49","57","Продажа","200"
"1843","10/7/2021","M5","50","180","Поступление","195"
"1844","10/7/2021","M5","50","55","Продажа","195"
"1845","10/7/2021","M5","51","180","Поступление","350"
"1846","10/7/2021","M5","51","53","Продажа","350"
"1847","10/7/2021","M5","52","180","Поступление","180"
"1848","10/7/2021","M5","52","64","Продажа","180"
"1849","10/7/2021","M5","53","180","Поступление","190"
"1850","10/7/2021","M5","53","62","Продажа","190"
"1851","10/7/2021","M5","54","170","Поступление","230"
"1852","10/7/2021","M5","54","37","Продажа","230"
"1853","10/7/2021","M5","55","180","Поступление","160"
"1854","10/7/2021","M5","55","74","Продажа","160"
"1855","10/7/2021","M5","56","180","Поступление","180"
"1856","10/7/2021","M5","56","42","Продажа","180"
"1857","10/7/2021","M5","57","170","Поступление","400"
"1858","10/7/2021","M5","57","33","Продажа","400"
"1859","10/7/2021","M5","58","180","Поступление","470"
"1860","10/7/2021","M5","58","44","Продажа","470"
"1861","10/7/2021","M5","59","180","Поступление","500"
"1862","10/7/2021","M5","59","49","Продажа","500"
"1863","10/7/2021","M5","60","180","Поступление","400"
"1864","10/7/2021","M5","60","41","Продажа","400"
"1865","10/7/2021","M5","61","180","Поступление","220"
"1866","10/7/2021","M5","61","37","Продажа","220"
"1867","10/7/2021","M5","62","170","Поступление","170"
"1868","10/7/2021","M5","62","25","Продажа","170"
"1869","10/7/2021","M5","63","180","Поступление","150"
"1870","10/7/2021","M5","63","34","Продажа","150"
"1871","10/7/2021","M5","64","180","Поступление","350"
"1872","10/7/2021","M5","64","21","Продажа","350"
"1873","10/7/2021","M6","2","170","Поступление","75"
"1874","10/7/2021","M6","2","97","Продажа","75"
"1875","10/7/2021","M6","11","180","Поступление","190"
"1876","10/7/2021","M6","11","104","Продажа","190"
"1877","10/7/2021","M6","12","180","Поступление","85"
"1878","10/7/2021","M6","12","112","Продажа","85"
"1879","10/7/2021","M6","31","180","Поступление","240"
"1880","10/7/2021","M6","31","14","Продажа","240"
"1881","10/7/2021","M6","32","180","Поступление","350"
"1882","10/7/2021","M6","32","19","Продажа","350"
"1883","10/7/2021","M6","36","170","Поступление","120"
"1884","10/7/2021","M6","36","14","Продажа","120"
"1885","10/7/2021","M6","49","180","Поступление","200"
"1886","10/7/2021","M6","49","50","Продажа","200"
"1887","10/7/2021","M6","50","180","Поступление","195"
"1888","10/7/2021","M6","50","50","Продажа","195"
"1889","10/7/2021","M6","51","170","Поступление","350"
"1890","10/7/2021","M6","51","50","Продажа","350"
"1891","10/7/2021","M6","52","180","Поступление","180"
"1892","10/7/2021","M6","52","60","Продажа","180"
"1893","10/7/2021","M6","53","180","Поступление","190"
"1894","10/7/2021","M6","53","60","Продажа","190"
"1895","10/7/2021","M6","54","180","Поступление","230"
"1896","10/7/2021","M6","54","30","Продажа","230"
"1897","10/7/2021","M6","55","180","Поступление","160"
"1898","10/7/2021","M6","55","70","Продажа","160"
"1899","10/7/2021","M6","56","170","Поступление","180"
"1900","10/7/2021","M6","56","40","Продажа","180"
"1901","10/7/2021","M6","57","180","Поступление","400"
"1902","10/7/2021","M6","57","30","Продажа","400"
"1903","10/7/2021","M6","58","180","Поступление","470"
"1904","10/7/2021","M6","58","40","Продажа","470"
"1905","10/7/2021","M6","59","170","Поступление","500"
"1906","10/7/2021","M6","59","40","Продажа","500"
"1907","10/7/2021","M6","60","180","Поступление","400"
"1908","10/7/2021","M6","60","40","Продажа","400"
"1909","10/7/2021","M6","61","180","Поступление","220"
"1910","10/7/2021","M6","61","30","Продажа","220"
"1911","10/7/2021","M6","62","180","Поступление","170"
"1912","10/7/2021","M6","62","40","Продажа","170"
"1913","10/7/2021","M6","63","180","Поступление","150"
"1914","10/7/2021","M6","63","30","Продажа","150"
"1915","10/7/2021","M6","64","170","Поступление","350"
"1916","10/7/2021","M6","64","20","Продажа","350"
"1917","10/7/2021","M7","2","180","Поступление","75"
"1918","10/7/2021","M7","2","75","Продажа","75"
"1919","10/7/2021","M7","11","180","Поступление","190"
"1920","10/7/2021","M7","11","54","Продажа","190"
"1921","10/7/2021","M7","12","170","Поступление","85"
"1922","10/7/2021","M7","12","63","Продажа","85"
"1923","10/7/2021","M7","31","180","Поступление","240"
"1924","10/7/2021","M7","31","3","Продажа","240"
"1925","10/7/2021","M7","32","180","Поступление","350"
"1926","10/7/2021","M7","32","5","Продажа","350"
"1927","10/7/2021","M7","36","180","Поступление","120"
"1928","10/7/2021","M7","36","10","Продажа","120"
"1929","10/7/2021","M7","49","180","Поступление","200"
"1930","10/7/2021","M7","49","48","Продажа","200"
"1931","10/7/2021","M7","50","170","Поступление","195"
"1932","10/7/2021","M7","50","47","Продажа","195"
"1933","10/7/2021","M7","51","180","Поступление","350"
"1934","10/7/2021","M7","51","39","Продажа","350"
"1935","10/7/2021","M7","52","180","Поступление","180"
"1936","10/7/2021","M7","52","57","Продажа","180"
"1937","10/7/2021","M7","53","170","Поступление","190"
"1938","10/7/2021","M7","53","55","Продажа","190"
"1939","10/7/2021","M7","54","180","Поступление","230"
"1940","10/7/2021","M7","54","28","Продажа","230"
"1941","10/7/2021","M7","55","180","Поступление","160"
"1942","10/7/2021","M7","55","64","Продажа","160"
"1943","10/7/2021","M7","56","180","Поступление","180"
"1944","10/7/2021","M7","56","37","Продажа","180"
"1945","10/7/2021","M7","57","180","Поступление","400"
"1946","10/7/2021","M7","57","18","Продажа","400"
"1947","10/7/2021","M7","58","170","Поступление","470"
"1948","10/7/2021","M7","58","29","Продажа","470"
"1949","10/7/2021","M7","59","180","Поступление","500"
"1950","10/7/2021","M7","59","27","Продажа","500"
"1951","10/7/2021","M7","60","180","Поступление","400"
"1952","10/7/2021","M7","60","35","Продажа","400"
"1953","10/7/2021","M7","61","170","Поступление","220"
"1954","10/7/2021","M7","61","29","Продажа","220"
"1955","10/7/2021","M7","62","180","Поступление","170"
"1956","10/7/2021","M7","62","18","Продажа","170"
"1957","10/7/2021","M7","63","180","Поступление","150"
"1958","10/7/2021","M7","63","23","Продажа","150"
"1959","10/7/2021","M7","64","180","Поступление","350"
"1960","10/7/2021","M7","64","25","Продажа","350"
"1961","10/7/2021","M8","2","180","Поступление","75"
"1962","10/7/2021","M8","2","65","Продажа","75"
"1963","10/7/2021","M8","11","170","Поступление","190"
"1964","10/7/2021","M8","11","56","Продажа","190"
"1965","10/7/2021","M8","12","180","Поступление","85"
"1966","10/7/2021","M8","12","71","Продажа","85"
"1967","10/7/2021","M8","31","180","Поступление","240"
"1968","10/7/2021","M8","31","14","Продажа","240"
"1969","10/7/2021","M8","32","170","Поступление","350"
"1970","10/7/2021","M8","32","8","Продажа","350"
"1971","10/7/2021","M8","36","180","Поступление","120"
"1972","10/7/2021","M8","36","12","Продажа","120"
"1973","10/7/2021","M8","49","180","Поступление","200"
"1974","10/7/2021","M8","49","55","Продажа","200"
"1975","10/7/2021","M8","50","180","Поступление","195"
"1976","10/7/2021","M8","50","52","Продажа","195"
"1977","10/7/2021","M8","51","180","Поступление","350"
"1978","10/7/2021","M8","51","43","Продажа","350"
"1979","10/7/2021","M8","52","170","Поступление","180"
"1980","10/7/2021","M8","52","61","Продажа","180"
"1981","10/7/2021","M8","53","180","Поступление","190"
"1982","10/7/2021","M8","53","67","Продажа","190"
"1983","10/7/2021","M8","54","180","Поступление","230"
"1984","10/7/2021","M8","54","34","Продажа","230"
"1985","10/7/2021","M8","55","170","Поступление","160"
"1986","10/7/2021","M8","55","72","Продажа","160"
"1987","10/7/2021","M8","56","180","Поступление","180"
"1988","10/7/2021","M8","56","48","Продажа","180"
"1989","10/7/2021","M8","57","180","Поступление","400"
"1990","10/7/2021","M8","57","24","Продажа","400"
"1991","10/7/2021","M8","58","180","Поступление","470"
"1992","10/7/2021","M8","58","31","Продажа","470"
"1993","10/7/2021","M8","59","180","Поступление","500"
"1994","10/7/2021","M8","59","32","Продажа","500"
"1995","10/7/2021","M8","60","170","Поступление","400"
"1996","10/7/2021","M8","60","43","Продажа","400"
"1997","10/7/2021","M8","61","180","Поступление","220"
"1998","10/7/2021","M8","61","31","Продажа","220"
"1999","10/7/2021","M8","62","180","Поступление","170"
"2000","10/7/2021","M8","62","22","Продажа","170"
"2001","10/7/2021","M8","63","170","Поступление","150"
"2002","10/7/2021","M8","63","37","Продажа","150"
"2003","10/7/2021","M8","64","180","Поступление","350"
"2004","10/7/2021","M8","64","26","Продажа","350"
"2005","10/7/2021","M9","2","180","Поступление","75"
"2006","10/7/2021","M9","2","28","Продажа","75"
"2007","10/7/2021","M9","11","180","Поступление","190"
"2008","10/7/2021","M9","11","15","Продажа","190"
"2009","10/7/2021","M9","12","180","Поступление","85"
"2010","10/7/2021","M9","12","31","Продажа","85"
"2011","10/7/2021","M9","31","170","Поступление","240"
"2012","10/7/2021","M9","31","2","Продажа","240"
"2013","10/7/2021","M9","32","180","Поступление","350"
"2014","10/7/2021","M9","32","1","Продажа","350"
"2015","10/7/2021","M9","36","180","Поступление","120"
"2016","10/7/2021","M9","36","7","Продажа","120"
"2017","10/7/2021","M9","49","170","Поступление","200"
"2018","10/7/2021","M9","49","37","Продажа","200"
"2019","10/7/2021","M9","50","180","Поступление","195"
"2020","10/7/2021","M9","50","35","Продажа","195"
"2021","10/7/2021","M9","51","180","Поступление","350"
"2022","10/7/2021","M9","51","28","Продажа","350"
"2023","10/7/2021","M9","52","180","Поступление","180"
"2024","10/7/2021","M9","52","58","Продажа","180"
"2025","10/7/2021","M9","53","180","Поступление","190"
"2026","10/7/2021","M9","53","59","Продажа","190"
"2027","10/7/2021","M9","54","170","Поступление","230"
"2028","10/7/2021","M9","54","22","Продажа","230"
"2029","10/7/2021","M9","55","180","Поступление","160"
"2030","10/7/2021","M9","55","65","Продажа","160"
"2031","10/7/2021","M9","56","180","Поступление","180"
"2032","10/7/2021","M9","56","37","Продажа","180"
"2033","10/7/2021","M9","57","170","Поступление","400"
"2034","10/7/2021","M9","57","28","Продажа","400"
"2035","10/7/2021","M9","58","180","Поступление","470"
"2036","10/7/2021","M9","58","13","Продажа","470"
"2037","10/7/2021","M9","59","180","Поступление","500"
"2038","10/7/2021","M9","59","18","Продажа","500"
"2039","10/7/2021","M9","60","180","Поступление","400"
"2040","10/7/2021","M9","60","16","Продажа","400"
"2041","10/7/2021","M9","61","180","Поступление","220"
"2042","10/7/2021","M9","61","25","Продажа","220"
"2043","10/7/2021","M9","62","170","Поступление","170"
"2044","10/7/2021","M9","62","15","Продажа","170"
"2045","10/7/2021","M9","63","180","Поступление","150"
"2046","10/7/2021","M9","63","27","Продажа","150"
"2047","10/7/2021","M9","64","180","Поступление","350"
"2048","10/7/2021","M9","64","14","Продажа","350"
"2049","10/8/2021","M1","4","170","Поступление","75"
"2050","10/8/2021","M1","4","36","Продажа","75"
"2051","10/8/2021","M1","5","180","Поступление","70"
"2052","10/8/2021","M1","5","36","Продажа","70"
"2053","10/8/2021","M1","6","180","Поступление","50"
"2054","10/8/2021","M1","6","36","Продажа","50"
"2055","10/8/2021","M1","9","180","Поступление","55"
"2056","10/8/2021","M1","9","30","Продажа","55"
"2057","10/8/2021","M1","10","180","Поступление","70"
"2058","10/8/2021","M1","10","30","Продажа","70"
"2059","10/8/2021","M1","2","170","Поступление","60"
"2060","10/8/2021","M1","13","24","Продажа","60"
"2061","10/8/2021","M1","15","180","Поступление","70"
"2062","10/8/2021","M1","15","80","Продажа","70"
"2063","10/8/2021","M10","4","180","Поступление","75"
"2064","10/8/2021","M10","4","36","Продажа","75"
"2065","10/8/2021","M10","5","170","Поступление","70"
"2066","10/8/2021","M10","5","36","Продажа","70"
"2067","10/8/2021","M10","6","180","Поступление","50"
"2068","10/8/2021","M10","6","36","Продажа","50"
"2069","10/8/2021","M10","9","180","Поступление","55"
"2070","10/8/2021","M10","9","30","Продажа","55"
"2071","10/8/2021","M10","2","180","Поступление","70"
"2072","10/8/2021","M10","2","30","Продажа","70"
"2073","10/8/2021","M10","2","180","Поступление","60"
"2074","10/8/2021","M10","13","24","Продажа","60"
"2075","10/8/2021","M10","15","170","Поступление","70"
"2076","10/8/2021","M10","15","70","Продажа","70"
"2077","10/8/2021","M11","4","180","Поступление","75"
"2078","10/8/2021","M11","4","24","Продажа","75"
"2079","10/8/2021","M11","5","180","Поступление","70"
"2080","10/8/2021","M11","5","12","Продажа","70"
"2081","10/8/2021","M11","6","170","Поступление","50"
"2082","10/8/2021","M11","6","15","Продажа","50"
"2083","10/8/2021","M11","9","180","Поступление","55"
"2084","10/8/2021","M11","9","18","Продажа","55"
"2085","10/8/2021","M11","10","180","Поступление","70"
"2086","10/8/2021","M11","10","18","Продажа","70"
"2087","10/8/2021","M11","13","180","Поступление","60"
"2088","10/8/2021","M11","13","16","Продажа","60"
"2089","10/8/2021","M11","15","180","Поступление","70"
"2090","10/8/2021","M11","15","36","Продажа","70"
"2091","10/8/2021","M12","4","170","Поступление","75"
"2092","10/8/2021","M12","4","36","Продажа","75"
"2093","10/8/2021","M12","5","180","Поступление","70"
"2094","10/8/2021","M12","5","24","Продажа","70"
"2095","10/8/2021","M12","6","180","Поступление","50"
"2096","10/8/2021","M12","6","18","Продажа","50"
"2097","10/8/2021","M12","9","170","Поступление","55"
"2098","10/8/2021","M12","9","30","Продажа","55"
"2099","10/8/2021","M12","10","180","Поступление","70"
"2100","10/8/2021","M12","10","18","Продажа","70"
"2101","10/8/2021","M12","13","180","Поступление","60"
"2102","10/8/2021","M12","13","20","Продажа","60"
"2103","10/8/2021","M12","15","180","Поступление","70"
"2104","10/8/2021","M12","15","36","Продажа","70"
"2105","10/8/2021","M13","4","180","Поступление","75"
"2106","10/8/2021","M13","4","36","Продажа","75"
"2107","10/8/2021","M13","5","170","Поступление","70"
"2108","10/8/2021","M13","5","24","Продажа","70"
"2109","10/8/2021","M13","6","180","Поступление","50"
"2110","10/8/2021","M13","6","18","Продажа","50"
"2111","10/8/2021","M13","9","180","Поступление","55"
"2112","10/8/2021","M13","9","30","Продажа","55"
"2113","10/8/2021","M13","10","170","Поступление","70"
"2114","10/8/2021","M13","10","18","Продажа","70"
"2115","10/8/2021","M13","13","180","Поступление","60"
"2116","10/8/2021","M13","13","20","Продажа","60"
"2117","10/8/2021","M13","15","180","Поступление","70"
"2118","10/8/2021","M13","15","72","Продажа","70"
"2119","10/8/2021","M14","4","180","Поступление","75"
"2120","10/8/2021","M14","4","24","Продажа","75"
"2121","10/8/2021","M14","5","180","Поступление","70"
"2122","10/8/2021","M14","5","12","Продажа","70"
"2123","10/8/2021","M14","6","170","Поступление","50"
"2124","10/8/2021","M14","6","15","Продажа","50"
"2125","10/8/2021","M14","9","180","Поступление","55"
"2126","10/8/2021","M14","9","18","Продажа","55"
"2127","10/8/2021","M14","10","180","Поступление","70"
"2128","10/8/2021","M14","10","18","Продажа","70"
"2129","10/8/2021","M14","13","170","Поступление","60"
"2130","10/8/2021","M14","13","16","Продажа","60"
"2131","10/8/2021","M14","15","180","Поступление","70"
"2132","10/8/2021","M14","15","0","Продажа","70"
"2133","10/8/2021","M15","4","180","Поступление","75"
"2134","10/8/2021","M15","4","36","Продажа","75"
"2135","10/8/2021","M15","5","180","Поступление","70"
"2136","10/8/2021","M15","5","36","Продажа","70"
"2137","10/8/2021","M15","6","180","Поступление","50"
"2138","10/8/2021","M15","6","36","Продажа","50"
"2139","10/8/2021","M15","9","170","Поступление","55"
"2140","10/8/2021","M15","9","30","Продажа","55"
"2141","10/8/2021","M15","10","180","Поступление","70"
"2142","10/8/2021","M15","10","30","Продажа","70"
"2143","10/8/2021","M15","13","180","Поступление","60"
"2144","10/8/2021","M15","13","24","Продажа","60"
"2145","10/8/2021","M15","15","170","Поступление","70"
"2146","10/8/2021","M15","15","90","Продажа","70"
"2147","10/8/2021","M16","4","180","Поступление","75"
"2148","10/8/2021","M16","4","36","Продажа","75"
"2149","10/8/2021","M16","5","180","Поступление","70"
"2150","10/8/2021","M16","5","24","Продажа","70"
"2151","10/8/2021","M16","6","180","Поступление","50"
"2152","10/8/2021","M16","6","18","Продажа","50"
"2153","10/8/2021","M16","9","180","Поступление","55"
"2154","10/8/2021","M16","9","30","Продажа","55"
"2155","10/8/2021","M16","10","170","Поступление","70"
"2156","10/8/2021","M16","10","18","Продажа","70"
"2157","10/8/2021","M16","13","180","Поступление","60"
"2158","10/8/2021","M16","13","20","Продажа","60"
"2159","10/8/2021","M16","15","180","Поступление","70"
"2160","10/8/2021","M16","15","40","Продажа","70"
"2161","10/8/2021","M2","4","170","Поступление","75"
"2162","10/8/2021","M2","4","36","Продажа","75"
"2163","10/8/2021","M2","5","180","Поступление","70"
"2164","10/8/2021","M2","5","24","Продажа","70"
"2165","10/8/2021","M2","6","180","Поступление","50"
"2166","10/8/2021","M2","6","18","Продажа","50"
"2167","10/8/2021","M2","9","180","Поступление","55"
"2168","10/8/2021","M2","9","30","Продажа","55"
"2169","10/8/2021","M2","10","180","Поступление","70"
"2170","10/8/2021","M2","10","18","Продажа","70"
"2171","10/8/2021","M2","13","170","Поступление","60"
"2172","10/8/2021","M2","13","20","Продажа","60"
"2173","10/8/2021","M2","15","180","Поступление","70"
"2174","10/8/2021","M2","15","0","Продажа","70"
"2175","10/8/2021","M3","4","180","Поступление","75"
"2176","10/8/2021","M3","4","24","Продажа","75"
"2177","10/8/2021","M3","5","170","Поступление","70"
"2178","10/8/2021","M3","5","12","Продажа","70"
"2179","10/8/2021","M3","6","180","Поступление","50"
"2180","10/8/2021","M3","6","15","Продажа","50"
"2181","10/8/2021","M3","9","180","Поступление","55"
